compound_name,MARS_C03_000m_1,MARS_C03_000m_2,MARS_C03_000m_3,MARS_C10_000m_1,MARS_C10_000m_2,MARS_C10_000m_3,MARS_C12_000m_1,MARS_C12_000m_2,MARS_C12_000m_3,MARS_C15_000m_1,MARS_C15_000m_2,MARS_C15_000m_3,MARS_C18_000m_1,MARS_C18_000m_2,MARS_C18_000m_3,MARS_C21_000m_1,MARS_C21_000m_2,MARS_C21_000m_3,MARS_C25_000m_1,MARS_C25_000m_2,MARS_C25_000m_3,MARS_C29_000m_1,MARS_C29_000m_2,MARS_C29_000m_3,MARS_C34_000m_1,MARS_C34_000m_2,MARS_C34_000m_3,MARS_C38_000m_1,MARS_C38_000m_2,MARS_C38_000m_3
PE 38:9,4142924.27,3475107.99,3541081.75,5308737.26,6167821.55,6184605.85,1423860.69,1140110.46,1486104.35,3157391.88,3428825.72,3444084.58,3812252.83,3738178.52,2939758.69,2642124.93,3321120.15,2240862.54,2076027.37,2853383.39,4040848,1603065.93,1589904.7,1635184.41,2048419.17,2304256.09,2241576.81,3642093.93,3815336.57,3747132.74
PE 40:10 ,9165296.68,9540898.56,8955296.71,8373369.87,8452650.58,7846205.86,3102053.08,3959227.54,3648781.95,6954848.7,6620789.81,5633122.51,5220174.47,7839699.78,3404521.31,6627057.95,8759026.64,6811294.23,5107222.07,6231406.2,5153683.4,2521565.15,3156850.41,2936464.04,3162367.81,3447106.86,4060713.31,8488014.52,8593859.24,8774084.11
PE 40:10|PE 20:5_20:5,41831697.36,42729168.59,41730736.38,44515495.64,43734523.44,41530525.75,13900903.51,14845679.73,13932688.63,34168595.95,32307968.66,29185833.77,21368413.24,27295546.84,18504125.98,30141206.9,29943854.59,27910279.49,25145553.61,24230368.94,25257879.13,10502223.39,11853972.64,11530053.1,14775584.39,18835110.34,15480230.18,28921318.37,28545846.14,31479682.76
PE 40:7|PE 18:1_22:6,108851213.5,114051782.8,111135458.7,274461011.1,286701011.6,274686019.8,60028201.92,64036845.16,61664523.05,304910374.8,322685700.2,287397104,174889749.1,231799339.3,170070729.7,147354519.9,146779164.7,148500767.9,127189803.2,120625090.4,114758830.7,67610701.63,73376967.94,68492723.89,57991604.35,54985198.28,57387462.4,82025997.7,83797026.54,87469456.13
PE 40:8,43372954.85,37897163.86,39650398.76,16446701.4,21388949.05,21338311.05,16441054.51,11383475.93,13837059.47,16590000.39,14841885.17,14238759.52,5763158.24,16526807.7,5105509.54,18412067.5,19111554.26,21801958.97,5071581.27,4158416.6,6862382.53,3708831.29,2315079.41,3753476.73,4365533.96,4663580.86,4533866.77,11434108.79,11734829.72,12138659.17
PE 40:9,285499510.4,286280386.8,277395115.5,133087099.3,121250642,112157917.2,59266613.69,61541109.14,58064128.91,149572042.9,153119705.1,144728815.8,84592525.8,150820196.1,62991830.11,63215632.38,63762191.59,66029393.41,56334418.73,59099944.51,58036703.71,27613443.31,27355628.05,23947942.13,27640182.84,27791638.53,31258106.83,86197394.68,91245716.36,92689325.13
PE 42:10,37796434.97,40181008.86,37514182.11,74605557.13,75425280.7,68919404.23,25227796.69,25219489.16,24357999.6,78855419.56,76805436.28,72806191.05,35546875.57,90242488.6,30268010.27,54839610.42,61604491.52,57457255.88,14797726.61,17788782.64,12803046.23,6769188.03,5760772.53,6359767.81,5391171.18,5151002.26,6952212.5,19703321.75,21499583.07,22160115.13
PE 42:11,114800291.9,108691921.7,108493500.4,103384198,99028475.45,98039374.88,20781175.46,21949085.28,21608671.98,77646042.24,81326837.65,72308055.46,36734939.08,53803480.75,31343586.62,62966852.25,66044017.96,61701742.96,48684803.24,45540730.52,47922713.69,19593146.97,22639833.43,19874476.2,17982320.6,17580635.24,18111780.64,37727985.64,38080011.55,43915565.37
PE 42:9,66632719.82,68180850.72,61209593.03,32981151.38,28355887.09,27036743.33,13666893.15,14308771.43,14221961.13,32551644.45,32400264.22,31596283.44,23590716.98,42768763.28,22132740.03,9541186.46,9111716.15,8766812.13,15187790.6,14723958.22,14286652.06,7349040.23,7826622.8,7441427.39,7560645.08,7928776.18,8549056.68,20497944.55,20543009.36,21368366.22
PE 44:11,11643549.87,9901317.76,9045835.98,17294727.83,17364392.09,13867519.23,2351533.7,2149911.26,2388029.33,197547968.6,42532485.29,13191488.39,17969351.25,2098110.41,1681659.2,30435575.49,5367712.64,4906436.13,6301263.6,6708312.69,6339627.15,1409229.9,1951969.69,1420816.79,1372465.58,1437292.65,1757746.9,4389011.12,3469951.65,3101565.17
PE 44:12,51147083.2,52338010.09,47278820.43,81669498.18,80079788.89,79693621.24,15447055.21,16372311.5,17040532.18,57670489.55,57203575.02,44920999.47,34559332.03,47820621.52,32183681.76,38586291.65,38329612.71,38051725.25,40261816.46,42615020.41,39879838.08,13362801.03,15456315.33,13393622.03,15677486.2,15907297.24,16300130.96,24976538.52,26391020.56,32491914.4
PG 28:0|PG 14:0_14:0,11081685.8,13538522.65,13385965.95,18316776.56,21181781.32,20456449.09,2881944.9,3156435.16,517170.59,0,0,0,3301338.08,6740714.57,2735318.37,7668084.85,7459884.45,7203844.45,3233367.34,2965602.98,3315513.14,1610771.21,1556227.79,1764406.51,2223614.2,2314074.06,2335963.39,5889857.7,5682201.56,5361878.87
PG 30:0,16669253.54,17900702.83,18617890.14,11800682.28,30468502.51,30053317.32,7855464.29,9867913.43,5725455.03,11385736.12,9960598.73,11106334.41,1676922.44,14927126.13,368442.9,17334802.49,18942644.69,18346515.25,8486756.95,8631032.16,8244795.49,7370232.02,8583987.35,7779240.44,9229658.91,9577348.93,9607572.04,26137456.8,25602138.72,26204615.35
PG 30:1|PG 14:0_16:1,72000419.17,72000140.4,69163483.22,91017288.37,88948388.5,95239561.15,19127079.46,22041256.83,19367199.77,36906407.59,38851013.91,31814894.26,25996370.13,44870361.91,22159135.55,60247022.52,63754980.06,60163278.1,33313512.49,33330239.55,34247183.9,16364938.67,18507068.64,17509294.32,26129414.19,27436444.23,28019924.72,46978759.67,46790189.83,49349684.14
PG 32:1,150141060.1,146514350.3,142298960,224067141.7,249484846.1,223984668.8,38821984.02,46774644.46,43166796.21,93492552.16,91410852.97,85002101.25,66329893.64,93737189.55,60631188.01,123215413.5,133823115.6,127198733.9,60484042.71,60394490.76,57172265.16,30569134.06,33342882.24,31882317.41,45299730.53,44556232.37,47120784.05,102148190.9,105182245.3,110477955.3
PG 32:2|PG 16:1_16:1,70260920.88,71146912.87,65963245.4,86073048.66,3575845.95,91558618.09,20547176.39,24446219.9,23174993.28,42907610.91,43417940.08,41534835.55,28841168.61,47220086.02,24339423.83,61756878.57,67194508.03,64106708.65,36278548.78,34630066.03,35041288.63,17613997.36,19474855.02,18269981.2,23610260.24,23806551.77,24670847.83,47750300.61,49241313.4,43590560.35
PG 34:3|PG 16:0_18:3_RT:11.3,94929466.13,96406099.89,80195309.64,170579298.6,130928323,136288976.3,18673259.61,17615830.77,18271802.43,64076172.47,51285975.11,45549226.58,15588819.95,30160410.76,13368816.01,53002178.81,59027567.45,49336292.26,15375675.29,15137989.51,18750185.37,3337888.53,3716245.09,3961946,2198058.54,2413691.05,3202059.48,7144551.79,9727779.28,9587567.91
PG 34:3|PG 16:0_18:3_RT:11.64,1357238.58,6067846.01,2011886.26,11047582.45,15136783.31,15243259.09,166770.76,535090.63,621923.39,2238348.83,1331559.01,1062172.15,4982681.5,1192647.09,3474485.56,11952125.47,9449966.46,12088057.83,4407870.33,4832618.89,4786166.29,1851826.45,1990738.25,2114702.37,2291986.33,2405856.48,2613432.54,5406016.94,5473978.5,4866645.2
PG 34:4|PG 16:0_18:4,18542329.67,17957875.95,19260297.4,21783949.68,22331267.29,20960516.23,6627561.86,7552639.2,7107851.55,9148992.88,38572797.85,8055141.3,217492.87,17100500.86,149305.59,15467184.25,18536066.06,13786276.58,18133233.2,14051152.98,18296102.57,4461116.57,3569554.34,3112015.29,4446395.9,4844394.34,4968974.46,8152967.28,8043350.76,5668623.59
PG 36:2|PG 18:1_18:1,27492743.68,25764444.45,27575582.73,38372528.3,40328986.99,38827928.37,11939159.19,15329657.07,13161848.74,27409823.43,35882467.77,930465.75,21136132.78,30363746.13,20698413.55,42586157.81,43553651.17,36427418.31,23445978.28,25409611.03,22361823.36,11116786.2,12501162.06,10687067.39,12534448.9,12865304.17,13161012.21,22811762.41,20624859.1,22203645.98
PG 36:5,119522217.3,126273046.5,121016507,100552114.5,99621870.68,101095082.3,7717344.91,17139877.17,9411143.13,575859.48,0,182014.49,35314299.5,3896436.54,31784355.35,39944066.51,40816069,39748421.69,20247533.96,20786772.62,19037217.74,7972010.11,8980671.12,8193356.25,8327772.42,8330555.42,9034944.57,25159114.39,25911761.82,26911302.07
"PG 36:5 +1O,PC 34:4 +3O",24849241.9,27982385.53,31176744.7,82659384.98,85517664.3,86703793.67,4690739.28,4853731.76,4879755.23,18013092.28,18401325.11,15791840.77,9490167.16,11936184.02,7676771.83,18206541.56,21418254.55,22071164.18,4612535.15,5434629.58,4476464.32,1173962.19,1440746.27,1451850.02,1237005.59,1204896.22,1266292.32,0,0,0
PG 36:6,81173304,134064105.2,124410058.5,228998974.6,226626128.9,225207856.5,15721988.98,23821161.24,18415141.56,0,0,0,7059057.66,28154681.16,32566662.4,84418404.73,89129895.08,84820089.94,28104358.26,27595125.97,29593551.97,5701532.16,7019053.5,7978977.65,5671346.72,5995688.85,5813338.09,18770636.26,19191989.63,17911247.21
"PG 44:11,PC 42:10 +2O",4691169.96,4796673.12,3585246.58,5794341.71,7522659.69,6165096.75,713857.47,959608.68,1060367.07,5588683.19,6303020.2,3316734.93,1271891.63,3075541.51,552583.65,6027222.65,5226267.39,4470235.98,1857316.95,1500862.55,1846602.41,848633.82,929125.3,897504.91,1343737.91,1451898.15,1581616.77,2343043.83,2192349.44,2500081.44
PQ9OH,235861823.6,238020413.2,215662592.9,2088828982,1852841353,1868879510,118462327,104637926.9,118008431.7,564155684.6,470895029.6,458981006.4,247992574.6,200850778,234096784.9,465960346.2,465627855,385341860.5,219607913.8,166444299,219338028.4,42544867.7,51703590.58,49739072.96,25691360.14,28991336.91,37933373.94,99516364.38,110469825.4,111741873
PQ9OH2,30403518.6,27627242.82,24126564.59,179165311.1,168331843.2,168813699.2,13001978.09,14642333.32,15002964.87,72204924.37,57780107.04,56254577.03,35861164.85,26711800.69,35493183.58,39181319.16,42288805.76,33444148.84,13297366.4,11295149.81,13378002.3,2906470.76,3510171.53,2441836.13,1044973.88,1316926.7,1387197.12,7664457,7938953.53,8424979.37
Peri,31860024.83,25854915.55,27013218.95,76475225.52,61997705.73,65474020.63,46595105.25,44596502.08,50433862.92,133911608.9,119080022.2,99274634.58,26849441.5,143026700.1,70505616.62,112234574.3,122433138.1,90772570.93,11381404.53,9236928.65,10389563.94,3067318.09,4331835.64,3802866.83,1229020.48,1339230.74,1784203.48,4581017.94,5042775.88,5453101.06
Pheophytin_a,19613919619,17553701467,16907929289,1.12E+11,97800000000,1.11E+11,2111346457,1707138601,1779963361,39335040218,33401237248,31024026750,3494325702,4389568419,3102703955,2172136156,2795926239,2122687869,633510342.6,538810351.3,621962022.1,1545735327,1810621903,1734972293,78397286.86,86049183.67,96463216.66,1724327248,1941254188,2120853474
SQDG 18:4_18:4,17121791.83,16048978.06,15724902.4,25847941.38,26810885.91,26211346.7,5561490.34,5349607.04,6141382.22,17728550.38,358833.38,504316.73,7494814.45,15488092.21,6374961.59,9567163.85,10703360.66,8692148.07,5565066.22,5181874.3,5617951.32,1745407.88,1694227.76,1581207.98,1028883.4,1072963.9,1184274.16,4718811.09,5348045.79,5551101.11
"SQDG 20:2 +2O,LSQDG 20:3 +3O",155745114.3,140845473.4,138555108.1,126594904.7,181583567.2,117305617.7,63066438,58009955.53,63055422.2,64295161.47,62494969.94,56939064.3,18286283.74,211839296.2,13267415.83,197659511.4,201398391.3,158138600.5,1733776.46,1291516.07,1661248.01,534302.74,609657.45,927904.18,162425.65,181534.96,293436.43,7542279.57,8092303.09,8265219.84
SQDG 28:0,135698361.6,127554823.2,129665260.9,26623179.64,23861146.99,24645136.78,29136540.15,31213725.98,30632645.4,32668608.63,34429975.6,35566585.19,109900300.8,12038948.28,12153372.82,23847258.02,21206426.93,23303546.05,20554408.19,17695528.23,22018761.25,5395282.67,11192522.15,11626085.3,13559011.59,16738573.15,16889362.8,5547594.93,4687548.21,4883094.12
SQDG 30:0,89885843.62,85222137.45,83320533.63,164242580.8,136550056.8,164937995.3,34335533.94,37767444.13,37574158.74,62541476.98,69422685.81,68193762.99,152866884,44527043.44,0,121597942.6,117526798.2,120891173.1,36507258.39,35389773.58,37935050.07,26728703.26,30327458.55,27506893.6,17962258.98,20202155.91,22499591.07,43717335.36,33285485.56,41046838.27
SQDG 30:1,11411198.7,62616807.07,66442907.11,82099546.68,66998664.44,91112077.18,3217419.01,3498865.43,4377340.48,4246260.97,3128978.09,3264779.3,9282155.67,15178958.52,16899778.08,53907951.57,59562193.32,52277564.48,15082499.51,13347117.24,14681020.65,8581257.64,9788772.03,9002039.12,9081982.9,9878096.72,7794288.04,17273265.59,14338197.28,13877394.38
SQDG 30:2,23688750.56,24069825.1,23846220.62,38121045.58,26540110.87,32310221.53,7236227.84,7756889.3,7885215.08,9691256.36,2218751.69,2072704.95,25921154.24,3583765.79,460655.17,25252776.96,16623769.41,27006708.26,4806888.26,3390703.18,4499738.91,2148872.36,2374620.72,2356585.88,1962200.2,2193385.57,2190469.02,6044607.64,5645349.61,5436003.12
SQDG 32:0,24860308.11,23756646.4,23473579.32,43016009.29,39346917.29,42069537.45,11097803.08,12438540.32,11267121.13,26998484.08,26570386.24,28789271.61,53816033.56,19098971.86,9496922.69,37103867.73,37585991.46,36901917.04,9581534.48,8118221.17,8997240.72,7233737.38,8520736.75,7980108.39,4920490.41,5252938.21,5215579.73,10473490.58,9158619.42,8498505.7
SQDG 32:0 +2O,5681128.9,5810494.31,5444243.05,2558978.85,2979319.82,2527494.96,1181672.31,1083027.72,1311967.97,2163303.64,2237630.03,2335505.55,3562839.15,1593346.54,1550883.69,1047688.59,1290119.43,1476440.13,507654.04,495690.33,441788.27,247455.4,269131.91,272079,318702.21,364258.85,367452,1926830.55,1729271.9,1864941.35
SQDG 32:1,50035785.62,49662194.53,47777338.54,57400744.85,51646409.47,63066200.95,15516747.84,17489558.48,17224302.22,29147141.84,29049306.7,29485238.16,57716947.52,20948879.56,21743882.78,48667612.58,47634532.62,49554028.1,12570921.37,12009445.56,12832487.07,7193835.58,7039786.3,6981470.13,6905226.26,6966227.24,6250868.56,16947112.35,17049296.19,15550123.66
SQDG 32:2,31405504.04,29135387.34,29781093.63,32103892.45,25233466.07,34585021.04,8300422.56,10075929.6,9376612.56,746471.63,667276.99,613625.84,26003554,8751140.24,9329526.95,23366519.7,23491787.89,22806789.68,3868583.36,3639303.68,4043321.63,2542577.92,2734737.43,2691709.62,2488303.98,2960963.4,2909525.84,6592791.07,6516933.12,6034502.77
SQDG 32:3,17454668.84,17513360.38,19194760.48,15637385.76,13452399.7,17277559.99,4151274.4,4332472.14,4719659.3,9412453.1,9623176.1,7440883.38,12553891.77,0,0,10746792.23,9529218.72,11085047.45,3579373.84,2748409.13,3608130.79,2061779.41,2446127.1,2260380.87,2371651,2557842.45,2703228.31,6943704.77,6061560.81,6863391.55
SQDG 32:3 +2O,15922001.46,15192644.16,16097499.52,16681655.33,0,16213373.9,3215391.96,3543519.49,3346430.79,2493907.56,2705661.16,2537680.86,11618413.53,2947805.82,2478737.64,13239630.12,13631204.92,13672944.04,1490784.94,1322895.82,1541784.69,663136.48,653619.46,742931.49,958496.15,1101886.26,1133888.4,4504506.27,3809323.07,4469935.33
SQDG 32:4|SQDG 14:0_18:4,188541884.3,177809353.4,162971807.8,339847608.2,318542692.3,295887494.2,47874507.9,47153392.91,49497257.54,100000988.4,1302824.18,83555218.52,61047517.57,126389598.8,58106498.08,108381218.1,110936760.3,97080114.77,49239993.07,54321442.7,52497539.61,12775199.79,14642608.18,12724603.37,12974019.88,13586696.94,13798603.98,34423787.51,33175598.13,40573840.88
SQDG 34:1,24844644.24,23451796.4,24192311.41,55799127.02,44300874.57,56004123.82,15861325.68,17596391.49,17110505.48,42202359.32,39574815.76,40635454.9,75076401.72,24394729.2,25582553.72,37451927.21,38092162.03,37169664.9,10569056.09,9894391.11,10669779.7,8602638.17,8967528.37,9168558.9,5270810.08,5842135.22,5907283.52,12892124.27,11887568.27,11811821.67
SQDG 34:2,14317882.87,14536313.31,13928997.21,40801109.97,32117453.24,40684767.95,8451720.24,8814763.22,9429452.3,20504754.08,20193147.4,21971897.4,34953609.13,13402025.61,12184957.38,23300180.49,21855557.15,23021773.27,6938726.92,5379683.59,6657311.4,5651231.17,6030791,5449156.3,3458282.84,3579549.54,3771735.05,7968880.1,7725858.36,7648471.47
SQDG 34:3,10979399.17,10104997.99,8822274.43,17119965.83,2321629.92,3152891.79,4966256.87,4892609.53,5159209.35,11114176.11,11482296.55,11892072.13,15830776.42,845098.47,905897.61,2059821.21,1941892.96,1869462.65,3110610.8,2945221.47,3143252.44,1969649.28,2251435.21,2160365.74,1663303.09,1849831.28,1960660.12,689143.19,4596143.95,4419337.65
SQDG 34:3 +2O,13952308.37,12986992.41,11764474.21,6173102.14,5856447.91,5812706.5,2943855.74,2940140.56,3244436.93,4252820.72,3840431.59,4625155.92,8575862.26,3981666.75,3200781.5,2919951.12,2904619.08,3282587.36,598790.08,582011.12,685959.1,269143.84,254096.78,270902.85,434014.66,431778.21,457509.03,4294807.9,4366437.45,4574393.33
SQDG 34:4 +2O,8126998.39,6829785.14,7112929.15,7036582.49,6061559.68,7763775.3,459725.55,2100642.39,476075.48,1385030.3,1520503.91,2144620.73,5647282.51,1316976.77,0,5180149.89,3939325.77,5554331.77,702252.17,644089.39,493847.06,286125.63,204545.47,486978.44,499060.54,387648.3,366193.07,1304628.66,1159464.31,1155171.45
SQDG 34:4|SQDG 16:0_18:4,22493587.57,16245828.03,16611865.5,35338301.16,29982513.98,32230055.69,8684503.19,8545520.47,0,25852359.27,26690130.61,25402136.25,9115076.4,19808408.08,6995530.25,22507605.43,21398651.69,19949111.57,7379055.58,8265632.42,8588095.5,4726192.39,5376012.62,4308881.26,3877207.26,3927764.21,4028848.72,8011984.72,9149645.5,9886337.95
SQDG 36:4 +2O,5012090.28,6020621.43,5716070.63,5845963.74,5123224.96,6573546.33,1713572.74,2024882.07,1798226.39,2460635.29,2423477.51,2211532.15,6318543.59,2000922.92,1519977.51,5281561.89,5432404.74,6015723.98,676303.36,746589.41,702368.09,455031.22,384099.55,370686.21,323623.43,394649.92,378756.63,1436219.19,1754727.21,1606230.87
SQDG 36:5 +2O,3400574.85,2947427.76,3081740,2607788.71,2537926.39,3214903.98,1019509.09,1019748.56,751605.1,0,0,0,1833289.99,788344,0,2187768.13,2434872.81,2150170.64,136929.97,143110.45,135608.42,102101.21,66365.98,52189.37,67095.34,20880.51,60689.77,485061.21,469458.73,427392.93
SQDG 36:7,37373102.9,34144367.52,33214755.22,55505723.13,49529733.31,50253730.26,8906400.32,8631987.94,9011257.79,31111184.06,166114.34,437812.4,12957664.02,23914993.67,0,15530306.17,15409001.79,14379628.51,13123819.04,14484531.56,12526638.43,3943425.59,5075507.94,4397901.83,3893729.61,4014170.78,4400116.95,11817928.77,12523830.94,12842632.83
SQDG 38:6|SQDG 16:0_22:6,88661730.07,77228628.51,71565720.95,309356433.4,285633227.1,295870853.2,78128197.41,80345522.62,77433859.11,337539849.2,312130224.7,278280661,135544875.8,276894298.7,0,156097649.2,166371226.5,136455562.9,104211121.5,107958562,100071716.2,66082073.06,72700318.21,68972566.85,38265342.25,38837442.17,42319525.38,64906289.66,68356918.62,68181476.54
SQDG 40:10 +2O,4679204.94,4589116.84,4280781.32,0,0,0,635666.89,1023969.27,811441.07,1347856.58,1548224.12,1307957.74,2290822.31,858023.86,0,1656260.94,1901870.26,1432328.64,197483.24,159157.86,224707.21,57479.6,63896.4,54987.77,89046.53,82599.94,114985.44,783390.38,752888.6,544812.2
SQDG 42:7 +3O,9906980.74,8116693.29,10126078.53,177824185.5,152378539.8,203432780.9,127716963.3,161317874.8,115132158.8,37886568.95,39451971.79,38464167.68,152689848.4,106954510.1,106199564.9,149834622.8,180533260.6,163231033.2,18125744.04,17374070.84,19070500.57,2967175.11,3700777.1,4687129.19,2961938.12,3683940.25,3944490.37,13008180.28,11694856.52,18931327.79
SQDG 42:7 +4O,14162853.21,13672245.71,13811605.98,145019861.8,108921586.5,134452778.5,16019758.96,19776727.5,14579386.85,22580407.14,19689069.27,22974529.35,40637506.96,39939138.06,33199858.47,31609958.16,38035562.2,35977519.92,16832975.16,19866842.61,23877873.01,6161493.35,6482852.98,6215984.5,6104070.07,5851673.65,6218969.64,21482304.83,16385179.63,23802594.36
SQDG 42:8 +4O,57063641.68,50444479.93,54200088.26,103993480.6,91059960.42,105963081.7,33296926.97,37587339.12,28356060.76,185347434.5,97442493.06,108450223.6,44404471.49,16181203.93,16113497.86,46410053.32,57428433.89,46469018.68,4849298.37,4194594.47,5057866.35,1823056.69,2226497.15,2112442.13,2194382.19,2728716.04,2499216.62,4844543.51,4005190.26,4778732.43
